6;14.3;23;14
4;14;27;14
5;12.66;30;14
5;15.34;27;14
5;15.82;28;14
7;15.64;30;14
8;15.04;28;14
9;14.84;24;14
4;15.34;26;14
9;16.36;33;14
6;14.42;31;14
5;14.6;27;14
4;14.28;23;14
8;16.66;24;14
5;13.1;22;14
7;16.1;33;14
5;11.3;21;14
3;14.24;27;14
8;16.16;26;14
6;13.12;20;14
5;13.48;23;14
8;16.8;28;14
7;14.46;25;14
4;13.84;24;14
6;14.9;25;14
6;15.4;24;14
4;12.1;22;14
5;13.78;27;14
8;16.36;30;14
3;14.98;25;14
7;14.54;28;14
7;13.6;26;14
7;15.3;25;14
7;17.5;33;14
10;15.5;30;14
7;14.12;24;14
6;13.44;30;14
6;14.92;30;14
7;14.86;23;14
6;15.04;29;14
6;13.4;23;14
7;15.04;24;14
6;14.18;30;14
5;13.42;23;14
4;15.06;30;14
6;16.94;28;14
5;12.84;26;14
8;14.6;32;14
5;13.86;23;14
6;16.08;28;14
7;14.86;27;14
6;13.54;23;14
6;15.84;27;14
3;13.36;28;14
7;14.9;23;14
8;13.34;28;14
6;15.72;23;14
7;14.64;27;14
6;15.14;26;14
6;14.34;26;14
7;14.48;25;14
13;18.04;28;14
5;13.68;26;14
5;13.8;23;14
7;16.2;29;14
5;13.58;22;14
6;15.36;28;14
4;11.56;25;14
6;14.72;26;14
7;15.66;27;14
4;
